id_review;judul_review;isi_review;value_sentiment;location_sentiment;service_sentiment;meal_sentiment;facility_sentiment;room_sentiment;quality_sentiment;staff_sentiment;surrounding_sentiment
562024863.0;Hotel grand cakra ;Lokasi strategis dekat mall, dekat tempat wisata water park. Tempatnya nyaman tidak berada di tengah kota, jadi tidak bising. Dekat bandara malang juga, breakfast bervariasi. Kalo menurut saya di sarankan untuk liburan keluarga;0;pos;0;pos;0;0;0;0;pos
561697989.0;Liburan keluarga;Hotel grand cakra di malang sangat nyaman buat liburan bersama keluarga., ada kolam renang., free wifi., staff yg ramah., apalagi pelayanan pas breakfast walaupun rame tp staff tetap mengutamakan kenyamanan tamu saat breakfast., terima kasih next saya klu holiday pasti kembali ke grand cakra lagi.;0;0;0;neu;pos;0;0;pos;0
560444196.0;Hotelable di Jogja;Lokasi strategis di tengah pusat kota, akses mudah, pelayanan sangat profesional dan memuaskan, ada spa 24jam, free wifi, pool dan Malabar resto yang punya banyak variasi menu dan promo. Hmmm wanna visit again, again and again. Thankyou Horison;0;pos;pos;pos;pos;0;0;0;0
563061775.0;the best hotel;Selama saya menginap di HORISON YOGYAKARTA palayanan yang di berikan sangat bagus sekali, tempatnya juga strategis, karyawannya juga sangat ramah. Fasilitas lengkap, untuk di malabar restorannya makanan yg di sajikan sangat lezat, dan saya suka banget dengan promo2 yang di berikan hotel horison. Thanks for all horison 💙;0;pos;pos;pos;0;0;0;pos;0
562840027.0;hotel rekomended;Kemarin Saya menginap di Hotel Grand Cakra sangat berbeda dengan sebelumnya Pelayanan staff yang selalu ramah tetap dipertahankan semua staff dari saya datang hingga check out sangat memuaskan Fariasi makanan semakin banyak dan enak dan woowwwww yummyy kebersihan yang selalu terjaga Tetap dipertahankan kualitasnya semua Saya senang tinggal di grand cakra karna dekat dengan bandara malang tinggal jalan kaki ke plaza mudahin kl butuh apa apa;0;0;pos;pos;0;0;0;pos;pos
563649299.0;bisnis sambil traveling;menginap di hotel horison yogyakarta yang terletak di jalan Urip Sumoharjo sangat menyenangkan kamar luas dan bersih,staff sangat responsible.suasana hotel dengan konsep yang bagus, dekat dengan tempat hiburan daan kuliner recommended buat horison Yogyakarta.;0;0;0;0;0;pos;0;pos;pos
563132529.0;Mrs maurice;Spektakuler banget deh nih restoran Malabar. Apalagi pelayanannya ramah banget , dibantu ama mas Wendi Sky dan sambutan ramah dari bapak Alfan selaku manager Restoran ini. Puas banget dan cinta banget dng tempat ini.;0;0;pos;0;0;0;0;0;0
559477674.0;Pengalaman menginap yang luarbiasa!;Saya dan keluarga bermalam di Horison Tasikmalaya minggu lalu,pelayan dari semua staff nya sangat luarbiasa, receptionist sangat ramah, kami diberikan connecting room sesuai dengan permintaan kami. Kamar cukup luas dengan furniture design yang modern minimalis atau mungkin rustik design concept yang membuat suasana menjadi hangat. Breakfast varian cukup lengkap, beberapa sajian tradisional khas setempat disajikan dengan baik dengan rasa yang luarbiasa enak. Kolam renang cukup luas dengan pemandangan kota Tasikmalaya yang ramah dan sedikit sejuk membuat anak saya betah bermain air. Pengalaman saya dan keluarga menginap satu malam membuat kami mempunyai kesan hommy. Terimakasih pak Asep sebagai General Manager atas pelayanan seluruh staff nya yang luarbiasa. Kami akan datang lagi ke kampung halaman saya suatu saat dengan menginap dihotel ini.;0;0;pos;pos;pos;pos;0;pos;0
559510682.0;Kamarnya bersih enak;Hotelnya nyaman dan tenang di perumahan araya kamarnya bersih nyan buat anak anak dan juga ada kolam renang di dekat restoran kalau makanan relatip banyak pilihan paslah saya memilih hotel ini terimakasih buat karyawan yang friendly saat saya sampai next akan ke sini lagi;0;0;0;pos;neu;0;pos;pos;0
562458608.0;Hotel unik dilokasi yang strategis;Menginap 1 malam di hotel ini. Ada pengalaman yg berbeda dgn Hotel Horison lain yg pernah saya inap. Tempat yang strategis membuat hotel ini layak dipertimbangkan. Namun beberapa kaca kaca di tangga perlu lebih dikelola.;0;pos;0;0;0;0;neg;0;0
561376451.0;The most friendly hotel;Lokasi yang strategis terletak di jalan Urip Sumoharjo no 137, Yogyakarta. dengan fasilitas yang lengkap dan memadai. Karyawan, staff yang juga sangat sopan dan ramah, yang selalu siap membantu dan melayani para tamu 24 jam.;0;pos;pos;0;0;0;0;pos;0
560401304.0;Sangat bagus dan recommended;Saat saya masuk hotel saya langsung disambut sama stafnya dan stafnya sangat ramah,, kamarnya bagus dan bersih,, menu breakfast nya juga bervariasi,, hotelnya juga pas depan bioskop dan Starbucks, jadi kalau mau nonton atau ngopi tinggal nyebrang jln aja,, pokoknya hotelnya sangat recommended,, lain kali saya akan menginap di hotel ini....;0;0;0;0;0;pos;0;pos;pos
562431858.0;Recomended hotel;Hotel yg sangat recommended dikota Malang. Staff sangat ramah n friendly, makanan enak dan sngat bervariasi, kamar sangat nyaman n bersih, suasana hotel sngat tenang, dekat dengan mall n rumah sakit, dekat dengan bandara, fasilitas kolam renang yg sngat baik. Pokoknya good Recomend deh buat hotel grand cakra 👍;0;0;0;pos;pos;pos;pos;pos;pos
559110690.0;Kamarnya Besar dan Nyaman;Kamar hotelnya besar dengan jendela besar pemandangan ke tempat parkir. Ada juga cottage di dekat kolam renang. Standart kamar dengan safe deposit box, TV flat (channel terbatas), lemari es kecil dengan isinya (harus bayar), air mineral 2 botol ukuran sedang, perlengkapan mandi tersedia lengkap dan kamar mandi shower. Makan pagi di lantai 5 dan pemandangannya ke kolam renang serta ada teras duduk di luar untuk menikmati pemandangan ke arah pergunungan. Makan pagi cukup beragam makanannya dan enak. Wifi di kamar sangat lambat.;0;pos;0;pos;pos;neu;0;0;0
559425289.0;Pelayanan luar biasa;"Saya melakukan perjalanan dinas di Februari 2018, dan saya pilih hotel ini karena lokasinya yang strategis. Dari segi pelayanan, sangat baik, mencerminkan hospitality warga Yogyakarta. Oh ya, di hotel ini ada wedang secang, kunyit asem sama beras kencur. ""boleh saya bantu tuangkan beras kencur pak?"" lagi lagi pelayanan yang sangat baik. Channel TV di hotel ini bisa dibilang lengkap walau ga ada RCTI. Karena kebetulan saya arsitek, kamar di hotel ini baik, pemanfaatan ruangnya optimal. Bukan termasuk kamar hotel yang luas, tapi karena pemanfaatan ruang yang optimal, ga ada sudut sudut yang terbuang jadinya terkesan lapang. Good. Yang perlu ditingkatkan dari hotel ini adalah, kebersihannya. Sorry to say handuk yang saya terima kurang bersih. Warnanya bukan putih tapi agak keabuan dan handuk agak sobek. Serta kecepatan wifi yang terkadang kurang cepat. Overall, hotel ini layak saya kasih empat bintang, recommended!";0;pos;pos;neu;neg;pos;neg;pos;0
561343760.0;Menginap semalam d jgj;Lokasi berada d pinggiran.klo ke malioboro lumayan jauh. Kira2 30mnt( klo tdk macet). Tmpt nya nyaman tdk berisik. Ada kolam renang buat si kecil. Kamar tdk terlalu besar, sedang lah ukuran nya. Kamar mandi bersih. Pelayanan ramah;0;neg;0;0;neu;neu;pos;pos;0
562262293.0;salah satu hotel terbaik di purwokerto;salah satu hotel terlama di purwokerto, setelah di ronavasi total & berganti nama hotel ini tetap salah satu hotel terbaik. kolam renang nya ok, besar & tidak ber angin. kamar cukup luas, sayang nya kasur nya agak berbunyi ketika memindah badan. sarapan nya ok lah, tidak teralu lengkap tetapi lumayan pilihannya. bisa menjadi pilihan yang tepat untuk anda yang berlibur di purwokerto.;0;0;0;neu;pos;pos;0;0;0
563643850.0;Nyaman deket dari bandara;Ternyata ada Hotel deket banget dari bandara kebetulan saya saya sama sopir taxi dan langsung di bawa ke hotel ini baru beberapa menit duduk eh sdh sampai dn Hotelnya keliatan nyaman, dan benar saya saat cek in cepet kamarpun bersih harganya ok banget ternyata dekat mall juga esuknya saya ke batu juga cepet, next gue ke sini lagi TQ;pos;pos;0;0;0;pos;pos;0;0
560551374.0;Tenang dan nyaman;sangat dekat dari bandara dan harga cocok buat saya pelayanan dan pasilitas sangat memuaskan, Hotelnya tenang karena ada di area perumahan tapi depan ada Mall dan Kampus gampang cari kuliner dan ke kota Batu lebih cepet, tp yang saya senang di sini tenang dan bersih, next visit muda mudaan lebih bagus lagi harganya juga. Tks;pos;pos;pos;0;pos;0;pos;0;pos
561392238.0;Hospitality;hotel Horison Jogja lokasinyayang strategis dekat bioskop XXI, karyawan hotel nya ramah-ramah, kamar nya bersih, sesuai dengan yang saya harapkan,recomended buat hotel horison yogyakarta kemana-mana dekat dengan kuliner dan pusat perblanjaan.;0;0;0;0;0;pos;0;pos;pos
561363013.0;Liburan ok.di kuningan;Kami memesan 4 kamar Hotel horison tirta sanita, kondisi kamar terlihat suram , lumayan bersih, kamar mandi bau.dan wastefall mampat. Lokasi sangat nyaman dengan mountain view ..ada jogging track, kolam renangdan kids avtivity..breakfast enak banyak variant.staff hotel ramah.;0;pos;0;pos;neu;neg;0;pos;0
562430405.0;Liburan Weekend;Hotel grand cakra malang memberi kenyamanan dan suasana yg tenang pada saat menginap dalam rangka saya berlibur , terutama restauran yg dekat dengan pool , membuat saya lebih muda dan cepat untuk order food & beverage sehabis berenang .. pelayanan waiter's yg baik , thanks good grand cakra hotel 👍;0;0;pos;pos;neu;0;pos;pos;0
562415437.0;Hotel yang Nyaman;Untuk beberapa kalinya saya ke malang dan untuk pertama kalinya hotel yg suasanya amat sangat nyaman saya rasa karna di lingkungan yg amat sangat strategis Grand cakra malang nyaman pelayanan sungguh menawan dengan karyawan yg bgtu ramah saya teramat suka trima kasih grand cakra malang. Teramat lagi, Pelayan bernama Afi sangat membantu;0;0;0;0;0;0;pos;pos;0
561377242.0;Liburan Imlek yang menyenangkan;Ternyata ini Hotel Horison Malang yg sudah ganti nama Layanan menyenangkan, yang kami suka lebih mudah kalau ke Batu lewat sini. Dari pengalaman kalau hotel tengah kota mau ke Batu macet parah... Ada keramaian perayaan imlek di depan hotel, anak2 senang... Paket dinner Imleknya enak bgt, macem2 Recommended bgt lah...;0;pos;pos;pos;0;0;0;0;0
562231450.0;Worth for your money, Recommended for Family Gateaway!;Memilih Horison Bekasi utk Chinese New Year Weekend gateaway ternyata tidak salah. Setelah memilih beberapa option hotel di Bekasi area, pilihan jatuh pada Horison Ultima Bekasi. Harga kamar yang terjangkau ternyata tidak berarti kami menerima fasilitas alakadarnya. Justru surprise sekali bahwa hotel ini punya fasilitas lengkap khususnya buat anak-anak. Kami book 2 kamar deluxe dengan connecting door untuk memudahkan memonitor anak-anak. Satu kamar double bed dengan ranjang yang besar dan nyaman. Demikian juga dengan kamar twin bed dengan ranjang single yang cukup besar sehingga anak-anak bahkan bisa tidur seranjang. Ukuran kamar cukup luas, walaupun kamar mandi kecil. Ada SDB & lemari pakaian, hair dryer di kamar mandi. Kami dapat kamar di lt.14 yang view nya bagus sekali. Apalagi saat senja. Hotel ini punya 2 bagian gedung, Lobby s/d Lt.8 (atau 9) ada di sisi kiri, Lt.10 s/d 16 ada di sisi kanan. Sepertinya gedung di sisi kanan usianya lebih baru. Breakfast ada di lt.10, dimana malam hari di tempat ini ada live music, open air dengan desain yang menarik. Ruangan tempat breakfast juga besar dengan banyak meja. Sehingga tidak berdesakan. Pilihan menu makan banyak, puas memilih. Flow makanan juga cukup baik, sehingga tidak menunggu lama. Plus, rasanya enak. Yang menyenangkan, setiap weekend banyak aktivitas untuk anak2. Lomba buat karya tangan, lomba-lomba di pinggir pool, free photoboth, dll. Free access ke Celebrity Fitness selama menginap. Seru deh... Poolnya juga besar dengan view yang bagus. Akses ke Mall Metropolitan juga tinggal jalan kaki. Kalau mau ke Grand Metropolitan ada shuttle bus yang disediakan. Yang sedikit kurang disukai adalah akses parkir yang tergabung dengan Mall. Walaupun dikhususkan (& free), tapi area parkir kurang enak (konstruksi bangunan area parkir cukup menyulitkan). Recommended Hotel! Kami consider akan kembali untuk next family gateaway moment.. Thank you Horison Ultima Bekasi.;pos;pos;pos;pos;pos;neu;pos;0;pos
563102789.0;Hotel nyaman di jogja;Pas banget Klo lagi liburan ke jogja nginepnya di horison hotel, pelayanannya oke, harganya oke, fasilitasnya oke. View nya bagus. Harga vs fasilitas&pelayanan worth it bgt. Tempatnya strategis bgt jadi gampang dicari. Mau ke mall, pusat oleh2. cari kebutuhan apa aja gampang karena dipusat kota. Top recommended.;pos;pos;pos;0;pos;0;0;0;pos
566591315.0;Mantap!;Hotel yang nyaman. ACnya pas dinginnya, ada air hangat juga dikamar mandi. harga sangat terjangkau jika hotel memiliki fasilitas seperti ini dapat breakfast juga lagi menunya ok banget. Wi-fi nya kenceng kayak jet, terus pas malemnya bisa nyantai di rooftop barnya, pokoknya puas bannget dah! Mantaps Di Jiwah!!! kalau gini pasti bakal nginep lagi ke Horison Jimbaran!!;pos;0;0;pos;pos;pos;pos;0;0
558755080.0;semalam yang menyenangkan di Horison Forbis Hotel;Pertama kalinya aku sekeluarga merasakan stay di Horison Forbis Hotel dan aku langsung jatuh cinta. Hotelnya bersih, nyaman, staffnya ramah. Berkesempatan pula menikmati lunch di Malabar resto dengan sop buntutnya yang 'berisi', kuahnya panas dan lezat banget juga tidak kalah dengan tom yam seafoodnya yang juga yummy. Kolam renangnya menyatu indoor dan outdoor sehingga menjadi pengalaman berenang yang menyenangkan pula untuk anak-anakku, puas berenang kami menikmati aneka cake dan roti yang di sale 50%. Breakfast di Malabar juga puas dengan aneka sajian makanan yang lezat. Pengen deh bisa balik lagi stay disana... semalam rasanya kurang ^ ^.;0;0;pos;0;pos;0;pos;pos;0
563621199.0;HOTEL RASA BINTANG 5;Terimakasih horison telah memberikan pelayanan yg terbaik, Selama saya menginap 3 hari di sini saya merasakan nginap di hotel bintang 5, Terumatama dari staffnya yang sangat ramah sekali selalu beautiful smile, Dan sangat nyaman sekali untuk kamarnya yang membuat saya bisa tidur dengan nyenyak, Sprei dan handuk yang wangi,, putih bersih kayak hotel baru buka, Tiap hari selalu di bersihkan sama staff yang ramah dan baik, Dengan pelayanan yang sangat cepat, Makanan yang sangat enak.. Fasilitas yang bagus semua saya dapatkan di sini, Lokasi juga strategis banget mulai dari bandara,stasiun kereta, deket dengan pusat perbelanjaan, XXl,, tugu-malioboro,, Pokoknya saya akan kembali lagi ke hotel ini... Wait for my arrival horison jogja,,;0;pos;pos;pos;pos;pos;0;pos;pos
563058389.0;Bagus;Hotelnya nyaman, kamarnya bersih, lokasinya strategis, menu makanannya pun enak. Keramahan dari pegawai hotel pun sangat ramah. Harap kualitasnya dapat selalu terjaga. Next time saya ingin kembali lagi ke hotel ini dengan mengajak keluarga saya.;0;pos;0;pos;0;pos;pos;pos;0
584050556.0;Hotel dekat kota;Luas kamar yang cukup sesuai harga, pelayanan saat breakfast kurang, menu standar rasa biasa, banyak yang tidak kebagian, stok makanan terbatas, meja makan yang kurang, ada yang antri meja, free WiFi kecepatan standar, selebihnya cukup puas;pos;0;0;neg;neu;neu;0;0;pos
562570998.0;1day;Hotel Horison Jimbaran ini cukup enak aksesnya kalo mau mencari makanan Hotel yg lumayan murah juga . Dengan kamar yg nggak begitu luas tp nyaman buat istirahat Tp sayang kalo hujan jendela kaca ditoilet air huajnnya bisa masuk;0;0;0;0;0;neu;0;0;pos
566954576.0;Good;Hotel yg nyaman n bersih.. pelayanan yang ramah... sangat direkomendasikan untuk tinggal bermalam di sini... makanan juga cukup baik dan harga yang terjangkau.. saya akan kembali untuk nginep di sini.;pos;0;0;pos;0;0;pos;0;0
558297836.0;Dinner Asyik di Malabar ;Sabtu, 3 Februari 2018, saya dinner dengan istri. Tempatnya nyaman, pelayanannya ramah banget, dan menunya bervariasi. Saya pesan Tom Yum Seafood makanan favorit, rasanya enak banget. Udangnya besar, cumi dan ikannya enak dan empuk, kuahnya segar. Pokoknya puas banget dinner di sini. Diiringi musik klasik dari band pengiring menambah romantis dinner kami.;0;0;0;pos;0;0;pos;pos;0
560409409.0;Bersama keluarga besar;Bersama keluarga besar yg datang dari Jakarta kami menginap dihotel ini.Lokasi hotel yg strategis dan karyawan yg ramah membuat kerasan tinggal dihotel ini, letak hotel yang dekat dengan empaireXXI membuat kami sangat senang krna keluarga kami hobi nonton..nice place;0;pos;0;0;0;0;0;pos;pos
560537573.0;hotelnya recomended banget;Hotel Horison sangat nyaman, hospitalitynya bagus, konsep unik dan sangat recomended banget. Lokasinya yg strategis di tengah kota bikin mudah kemana - mana. ditambah malabar restaurant nya yang punya banyak variasi menu dan promo . thankyou horison;0;pos;0;pos;0;0;0;pos;0
563142060.0;Jatuh cinta dengan Horison Forbis Hotel;"Senang banget bisa makan diMalabar Horison Forbis. Selain makanannya yg enak, pelayanannya memuaskan. Disambut dengan ramah oleh mas Wendy Sky dan Bapak Alfan Sandi yang sangat ramah dan memberikan saya "" sebuah hadiah"" yg merupakan kesukaan saya yaitu Ice Cream. Pokoknya rekomend banget deh. Jatuh cinta ama restoran dan hotel satu ini.";0;0;0;pos;0;0;0;pos;0
575720973.0;Kamar mandi nya bau....;Selamat pagi travellers....baru kali ini saya sempet menuliskan pengalaman sy lg, hampir setiap bulan sy selalu ke pekalongan & setiap pulang dgn pasangan sy hampir selalu jg menginap di hotel horison krn letak nya yg bersebrangan dgn stasiun, jd memudah kan akses n dpt beristirahat dgn cepat, tapi kali ini agak kecewa kami menginap di lantai 5 kl tidak salah ingat no 508 sy lupa pastinya krn udah agak lama, tidak jauh dr lift 2 malam kami menginap dan kamar mandi nya bau sekali, kami pikir akan hilang dgn sndiri nya, tp makin lama makin menggangu terutama di malam hari, sampai kdg tdk tahan jd saya tutup rapat pintu nya, krn menyebar keseleruh ruangan kamar maaf bau nya apek sekali spt pipis yg lama ga di siram ini membuat hidung sakit n sesak nafas, sy sndr berkali2 menyiram agar bau hilang tapi ga bisa, bahkan saat mandi pun bau banget bagi kami kurang nyaman sekali ya, mohon pihak dr management hotel untuk memperhatikan sistem sanitary , kami lupa memberitahu pihak hotel saat itu krn pagi hari sampai mlm kami keliling jln2 ke kota pekalongan dan mengunjungi keluarga disana.terima kasih kira ini aja yg bisa saya tulis kali ini, mohon maaf sekali lagi untuk pihak hotel jika kata2 saya kurang berkenan.;0;0;0;0;0;neg;0;0;0
560532900.0;Hotel jos di jogja;Love banget sama horison jogja, lokasinya strategis didepannya ada Empire XXI lagi jadi gampang kalo mau nonton, kamarnya nyaman banget, makanan di Malabar resto juga ok , swimming pool, free wifi, dan spa 24 jam oke banget pokonya. Mau balik lagi ke Horison jogja;0;0;0;pos;pos;pos;0;0;pos
568576510.0;Bagus nyaman ramai;Sesuai harga, fasilitas oke sangat nyaman. Begitupun harganya lumayan oke. Berada di pusat kota Sukabumi. 1 lokasi ada resto yang cukup terkenal yaitu Rumah Makan Sunda Rasa jadi memudahkan sekali. Parkiran luas.;pos;pos;0;0;pos;0;0;0;pos
573655456.0;Hotel dengan lokasi strategis;Saya menginap di Horison Lampung dalam rangka berwisata bersama keluarga di Bulan Februari. Walaupun hotelnya tidak terlalu luas, tapi tidak perlu khawatir soal parkir. Lokasinya juga sangat strategis di pusat kota Bandar Lampung. Mall, pasar, restoran sangat terjangkau dengan berjalan kaki. Di malam hari, banyak pula tenda kaki lima di sekitar hotel. Kami menginap di kamar Junior Suite yang luas dan nyaman, kamipun diperbolehkan early check in. Kolam renang bersih, walaupun kecil. Cukup untuk anak-anak bermain air, sementara kami menikmati secangkir teh dan dessert yang disediakan oleh hotel. Sayangnya kami tidak sempat mencoba sarapannya karena ingin mencoba kuliner lokal. Overall, puas dengan hotel ini.;0;pos;0;0;0;pos;pos;0;pos
567345588.0;Nyaman, Bersih dan Respon Cepat;Longstay di Horison Hotel Tasikmalaya...order melalui Mba Yans (Marketing) untuk periode meneginap 27-02-2018 sd 16-03-2018, mulai dari cek in hingga cek out proses cepat bahkan room telah disediakan, kamar bersih dan fasilitas cukup lengkap namun perlu perbaikan untuk speed wifi masih belum maksimal, pada saat sarapan meja full, oleh Mba Yans sarapannya dianter ke kantor, terimakasih Mba namun hingga tugas selesai belum sempat ketemu...next time akan menginap lagi di Horison Tasikmalaya...terimakasih;0;0;pos;neu;pos;pos;0;0;0
566774886.0;Lokasi sangat strategis, dekat dengan pasar lokal Cinde dan Stasiun Kereta Api Bandara (sedang dlm proses perbaikan);Hotel dengan lokasi sangat strategis, breakfastnya juga sangat enak. Terdapat sebuah toko yang menjual Pempek Palembang yang enak banget berdekatan dengan hotel ini, saya sampai 2 kali makan di sana , dan sekaligus membeli oleh2 untuk dibawa pulang.;0;pos;0;pos;0;0;0;0;pos
563705090.0;Pelatihan ;The perfect hotel... room super bersih, luas, mewah, tv led besar, makanan lezat bergizi. live music tiap malam.pelayanan baik. kolam renang di lt 5, ada spa, massage, karaoke. Bintang **** mantap. layak diberi bintang 5;0;0;0;0;pos;pos;0;0;0
652468702.0;Hotel dengan kemudahan berbelanja;Hotel ini termasuk hotel yang sudah lama, namun telah mengalami beberapa renovasi. Yang saya suka ketika menginap disini adalah akses ke pusat perbelanjaan yang mudah, sehingga kita tidak bosan setelah mengalami kemacetan disekitar. Mudah mencari makanan maupun belanja lainnya.;0;0;0;0;0;0;0;0;pos
568370138.0;unforgetable moments;pelayanan yang prima, ruang meeting yang representatif, kamar yang nyaman cocok utk seluruh keluarga dan yang paling seru ada family entertainment berupa dragon boat, free photo booth, fun swim activities;0;0;pos;0;pos;pos;0;0;0
567021390.0;Hotel nyaman di atas bukit;Hotel ini sangat nyaman. Berada di puncak bukit dan dapat lihat pusat kota dengan jelas. Bangunan nya ala ala kastil dengan lingkungan yang teduh. Staff saat kami datang terkesan kurang sigap. Tapi security cukup helpfull (saya lupa nama nya tapi dia bilang orang bekasi) , sarapan enak dan variatif, lorong bagus, room bagus tapi perlu di maintenance, staff sebagian besar ramah. Yang unik untuk ke kamar saya dari lobby bukan nya naik tapi lift malah turun ke bawah. Recomended Review by Inta w;0;pos;0;0;0;pos;0;neg;0
567366295.0;Nyaman banget;Nama horison memang bukan sekedar nama saja. Tetapi benar benar hotel yang nyaman. Kebersihan ruangan kamar,kamar mandi,lingkungan hotel benar benar membuat tamu betah dan nyaman beristirahat. Suasana kamar tenang walaupun pengujung sangat banyak. Menu sarapan lengkap dan variatif Tamu tidak bakal kehabisan pilihan. Sayang nya hanya satu,rasa masakannya kurang maknyuss. Tapi secara keseluruhan top markotop;0;0;0;pos;0;pos;pos;0;0
566396387.0;Lumayan;Menginap di Hotel Horison Legian Bali selama 2 malam, ada kolam renang cocok untuk yang mempunyai anak kecil, menu breakfast kurang variasi, kamar mandi kurang bersih, staf hotel ramah, jarak Hotel ke daerah Kuta agak jauh dan macet (menggunakan mobil);0;neg;0;neg;pos;neg;0;pos;0
568786596.0;Hotel perlu renovasi;Saya menginap dengan teman2. Ternyta ini bekas hotel horizon. Sarapan enak tapi room nya jadul. Saya lewat dan ada pegawai hotel tetapi tidak menyapa. Kolam renang terlalu banyak kaporit jadi bikin gak mood berenang;0;0;0;pos;neg;neg;0;neg;0
565017495.0;Hotelnya ok benget;Karyawannya ramah dan pelayanan memuaskan saya makan pagi Cocok banget banyak menu yang cocok karena saya orang Jawa dan menikmati banget he he terimakasih saya boleh makan apa saja di sini dan udaranya masih dingin kl malem seneng aja di kamar menikmati juga di hotel kasurnya empuk dan kamar mandi bersih. Terkasih ya;0;0;pos;pos;0;pos;pos;pos;0
567477387.0;Seru untuk olahraga;Proses check in dan check out tercepat, tidak pakai deposito, troli ditelpon langsung datang, makanan pagi komplit, pelayanannya sangat ramah, buat kita nyaman. Kolam renang luar biasa puas, gymnya bersih, ada tempat main anak outdoor. Ada bathtube di Deluxe, kamarnya luas khas hotel-hotel dulu, parkiran luas dan mudah, dekat pusat kuliner. Saya belajar rollerblade dengan keluarga di lapangan tenisnya yang luas, dan langsung bisa. Pemandangannya indah. Ada tv satelit. Dan yang paling top harga sangat terjangkau. Thank you Horison.;0;0;pos;pos;pos;pos;0;pos;pos
565731215.0;Hotel horison bks nice;Nice room..comfortable n nice service Must try.. Strategic .. Moment tak terlupakan Gabung dengan mall... Bnyak makanan Dekat tol bks barat Makanan beragam di resto Penuh kenangan Swimm pool oke Pelayanan ok;0;0;pos;0;pos;pos;0;0;pos
